username,ulasan,rating,tanggal
Pengguna Google,"Entah berapa ribu konsumen yang kecewa karena tidak bisa pesan tiket untuk jadwal Desember. Katanya karena ada penyesuaian pola perjalanan kereta api, tapi ya tolong dilakukan secara profesional, ada kepastian waktu kapan pemesanan tiket bisa kembali normal. Bukan malah membuat konsumen terpaksa harus cek berulang kali setiap jam. Katanya tiket tersedia bertahap, tapi bertahap yang seperti apa? Sudah berhari-hari, bahkan lebih dari seminggu tapi tak ada perbaikan.",1,2025-11-09 23:58:20
bayu setiyadi,parahhh ganguaannnn,1,2025-11-09 23:55:05
Elvina Azalia,"ini gmn ya sistem nya, h-seminggu mau pesan masa tiket sudah habis? tlg diperbaiki lg kedepannya🙏🏻",3,2025-11-09 23:17:38
Endang Rusmilin,beli tiket Kereta di access by kai cepat dan mudah,5,2025-11-09 22:28:47
Imas Agustina,bener bener gk bisa digunain buruk banget error terus,1,2025-11-09 22:12:18
Rusmin Nuryadin,susah bukanya,1,2025-11-09 21:52:05
Ade Ari wibowo,sangat membantu,5,2025-11-09 21:11:16
Sulis Aulia Rahma,tiket hangus gk bisa di pake gara2 dah lewatin jam 12 posisi dari jakarta kota jam 22.50 sampai Bekasi jam 00.12 tiket hangus,1,2025-11-09 17:12:58
ĶMŚ_ ŤĪŔPÎȚŹ,"untuk pembelian tiket saya menyukainya, namun ada 1 hal yang saya tidak sukai, yaitu saat top up lewat M-banking, saya top up lima puluh empat ribu rupiah, namun saldo yang masuk di KAI Pay hanya 51.100 Rp. saya kecewa, karena saldo yang harusnya lebih malah berkurang, saya juga tidak mendapati adanya peringatan atau hal yang berbau pajak saat akan melakukan transaksi.",2,2025-11-09 15:54:43
Ilung Hidayat,"untuk menyimpan tanggal terlalukebawah sehingga tidak bisa menyimpan,",1,2025-11-09 14:46:04
Gede Darmika,bagus,5,2025-11-09 14:21:52
Munasir Nasir,mantap,5,2025-11-09 13:06:30
GustiAyu Lastari,mantap,5,2025-11-09 12:44:04
hanton sebastian,teruslah berkembang dan membangun kenyamanan untuk masyarakat,5,2025-11-09 11:48:35
Moch Syaifudin,pelayanan mantap,5,2025-11-09 11:38:12
HERY HEROSAJA,parah nih.. pas mau upgrade ke member basic malah eror meskipun diulang berkali-kali tetap aja errooooorrrrrr NGESELIN!!!!,1,2025-11-09 10:48:52
Sari Risnawati,setiap udah pembayaran kenapa aplikasi nya susa di buka saya sering hangus tiket nya,2,2025-11-09 10:04:25
Ririn Mardeyana khoirul,lbh nyaman pake aplikasi,5,2025-11-09 09:18:20
mila sarmila,mayoritas aplikasi punya plat merah banyak error nya. entah yg sering minta Update. entah yg sering log out sendiri. dll.. malu sih sbnrnya. oiya ini oot jg sih. saya juga heran kenapa parkir di stasiun tergolong mahal ya.. pdhl jg ga ada tutupan nya. gini amat cari untung dari rakyatnya,3,2025-11-09 09:11:41
Nimas Malasari,memuaskan👍🏻👍🏻👍🏻,5,2025-11-09 07:04:04
Johanes Neke,"tingkatakan pelayanan dari stasiun kampumg bandan ke duri,jalur 4, keretanya lama tunggu sampe 1 jam lebih ,penumpangbludak kerreta tak kunjung tiba,sekian dan terimakasih",1,2025-11-09 06:19:27
Aris Aris,"kereta api jurusan merak ke rangkasbitung semakin parah, beli tiket tidak d sertakan nomor kursi akhirnya jadi rebutan tempat duduk...tolong kembalikan lagi ke setiap pembelian tiket beserta nomor kursi",1,2025-11-09 06:09:08
Samsul Arifin,barusan coba pesan tiket lewat aplikasi tapi kenapa hanya bisa maksimal 4 tiket dewasa ya ? biasanya bisa lebih dari 4,2,2025-11-09 04:01:33
Yogistio Erlangga,mantap,5,2025-11-09 03:23:59
Deden Fai,masi blm memuaskan..masi ada di access yg kendala 2,4,2025-11-09 03:06:01
Riwud Makarso,layanan terbaik buat KAI,5,2025-11-09 02:30:39
Sutris no,puas,5,2025-11-09 01:07:04
Sriwahyuni Roba,bagus,5,2025-11-08 23:33:46
Argo Dali,apk semakin di update semakin ruwett,1,2025-11-08 22:26:55
Sudarliadi Bin Taleb Ali,Mantap dan mudah digunakan,5,2025-11-08 20:06:02
Bella Awista Putri,HADEUHHHH BURUK !!!,1,2025-11-08 20:01:14
Santoso Karyo,good 👍,5,2025-11-08 17:35:17
Dicky Wahyudha,apk ga jelas,1,2025-11-08 17:25:31
Zuhrul Anam,Setelah update aplikasi tidak bisa dibuka (force close) terus,1,2025-11-08 17:21:42
mazpaijan gikgok,kok gak bisa di buka,5,2025-11-08 14:23:54
Reyhan Gamers,GAK BISA UPDATE LAGI KAI MOHON BANTUANNYA UNTUK VERSI 7 KE BAWAH🙏,1,2025-11-08 14:13:33
Indra Subagja,"Pesan Tiket Sangat Mudah, Kurang Promk dan Voucher Gratisnya ja",5,2025-11-08 13:54:36
Hape Eror,"akhir2 ini apk sering terhenti dan bahkan gak bisa buka sama sekali , hapus cache sudah masih tetap dan uninstal sudah masih tetap aja mohon penjelasannya min",5,2025-11-08 13:29:00
ARIEF BUDIMAN,"Baru mencoba aplikasi ini, semoga baik lancar dan berkelanjutan",4,2025-11-08 12:49:18
Sensen_ Romansyah,aplikasi gak bisa dibuka kenapa yah? apakah lagi ada pemeliharaan,5,2025-11-08 12:40:58
Hengky Suherman,aman nyaman tertib,5,2025-11-08 12:17:37
Dedeh Suryani,aplikasi tdk bs dibuka,5,2025-11-08 11:21:05
Maria Merlynda,Oke kalo ga pas ada Promo.,3,2025-11-08 11:11:12
Nirmala Sari,hari ini tanggal 8 november 2025 apakah aplikasi mmng tidak bisa di akses yaa ?,3,2025-11-08 10:46:53
Sahabat Faris,"knapa sekarang pembelian h+45 tiket yg muncul kelas eksekutif semua? sedangkan orang2 rela nunggu tengah malam supaya dapat tiket yg murah, tolong kembalikan lagi seperti dulu pembelian tiket nya",2,2025-11-08 10:46:07
Dwi Sudiarto,good job,5,2025-11-08 10:12:23
Margo Setyo Budi,Aku cari Jadwal solo-jogja dan sebaliknya ga tersedia??,5,2025-11-08 09:50:27
Henny Mayangkara,ok bgt dan membantu,5,2025-11-08 09:41:25
sodikin metalik,mohon bantuannya . setiap buka aplikasinya langsung keluar lg. force close. samsung j7pro,3,2025-11-08 09:25:52
Muh Irman,hari ini aplikasi kai sedang error apa ya? gak bisa masuk terus,5,2025-11-08 09:25:02
Egi Andriyanto,kocak sering eror terus pas buka apk nya,1,2025-11-08 09:13:57
- “‪RA_Sulaiman Hadi_082‬” -,"gimana sih ini apk nya, saya refres terus gk muncul"" ikon tiket yg mau kita beli, malahan ada terus , jadwal kereta tidak tersedia, apalah coba",1,2025-11-08 08:38:12
MN Adil M Sihotang,"Over all bagus, sedikit tentang pemesanan tiket di aplikasi untuk anak yang lebih dari satu, mungkin daripada duplikat atau pakai data keluarga lain buat kolom untuk anak yang datanya bisa diisi dengan kartu identitas anak, saya pikir solusinya itu deh...",5,2025-11-08 08:22:33
ahmad sukron,mantap,5,2025-11-08 07:15:15
Joko langit,"payah nih aplikasi pihak caspro yg ada di dalam acces ini malingin saldo terus,!!! tiap top up saldo lgsg berkurang 3000-6000 hampir tiap top up kadang top up 11 ribu yg masuk cuma 8 ribu selalu begitu!!! isi 20 ribu jadi 14000, parah ini aplikasinya maling Mulu! padahal setiap top up ada biaya admin tambahan 1000 per transaksi top up tapi masih maling saldo juga!!!",1,2025-11-08 07:00:52
Erwin Santoso,"KA Mutiara Timur arah Jbr,13.04 ke 13.48 Cakap minta maaf. Rubah jadwal kawan. Ke 2 x",1,2025-11-08 06:49:09
Iwan Hambali,mudah mencari tiket dan mudah mengoperasionalkannya,5,2025-11-08 06:40:51
Abdullah Haris,hari ini jaringan error g bz dibuka tolong dong,2,2025-11-08 05:10:10
Exp Siswanto,bagus,5,2025-11-08 05:10:08
Alviano Maulana Al-Ayubi,"Terimakasih KAI, sudah membuat saya gagal pulang ke rumah. Aplikasi tiba-tiba tidak bisa dibuka (Force Closed) saat saya ingin berangkat mengakibatkan saya terlambat, pemberitahuan android menyatakan bahwa aplikasi Access terdapat kendala dari aplikasinya. Saya uninstall lalu masukkan data lagi dan bisa berjalan lagi aplikasinya. Hal itu membuat saya terlambat.",1,2025-11-08 04:27:49
Sahabat Hebat,"aplikasi jelek, pembayaran berhasil tapi tiket gk terbit. pelayanan cs online ribet, lama dan gak banget deh..",1,2025-11-08 04:17:26
7th Avenue,"Setelah isi ulang , Tidak bisa membuka aplikasi , gangguankah ?",5,2025-11-08 04:06:02
Yodika Yobellinda,Via pembayaran Shoppee Pay suka eror jadi pakai ovo. tolong diperbaiki oleh pihak MD. thank you,4,2025-11-08 03:41:09
Ardi A12,ok,5,2025-11-08 03:37:46
Supriyadi,"Aplikasi sangat bagus, mudah dalam penggunaan dan sangat membantu pembelian tiket kereta tanpa harus ke stasiun bisa beli tiket kereta dimana saja kapan saja.",5,2025-11-08 02:55:41
Nova Rina,ok,5,2025-11-08 02:31:45
Firman Sah,MAKIN SULITT CARA TOP UPNYA..UDH ENAK KAYA KMRIN BISA TOP UP LEWAT QRIS TOLONG LENGKAPI FITUR PEMBAYARAN KALAU BISA SEMUA EWALLET ADA,1,2025-11-08 01:51:37
Cahyo Rhino,setelah update kenapa malah bug terus ya!!?,1,2025-11-08 00:59:29
M. Iqbal Ridha,membantu perjalanan saya,5,2025-11-08 00:51:39
Andre Yulianto,Harga tiket saat ini lumayan tinggi,3,2025-11-08 00:21:44
ninik mintawati,Benar2 pilihan transportasi yang terbaik... semoga kedepan smakin bertambah baik dan bisa menjadi alternatif transportasi yg utama untuk rakyat Indonesia.,5,2025-11-07 23:16:40
Freddy Friyandana,Kami kecewa sekali dg aplikasi Access dan WA KAI121... 13 Okt pesan tiket PP 7&9 Nov Jkt-Ygy (Madiun Jaya dan Mataram) .. Saldo Access Pay sdh berkurang tp ndak kelihatan di historis.. Tiket PP ndak bisa dipakai... bolak balik saya cfm ke 121... terakhir Tgl.20 Okt dg Sdri. Adinda .. dijawab by WA sudah oke dan silakan berangkat.. Terpaksa beli lagi .. dg harga yg sdh mahal.. mana PP lagi .. malam ini 7 Nov sudah komplain ke CS Ps Senen .. Tolong diperbaiki sistem rekonsiliasi dari Kaspronya jg,1,2025-11-07 17:14:10
Nurrahmi Kusumawati,sangat membantu dan bermanfaat 👍👍👍,5,2025-11-07 15:51:49
Nanang Fachrurozie,oke,5,2025-11-07 15:33:46
Dewi Yulaikah,aplikasi sangat baguuuusssssss 😍😍😍😍,5,2025-11-07 14:48:58
Rayzan Adi,aplikasi keluar terus,1,2025-11-07 13:49:59
29. Maudy Amelia,buruk daftarnya susah bangettt,1,2025-11-07 13:25:32
Nurdianyramadhanti,tiket KAI Pemalang,5,2025-11-07 12:07:20
Nuansa Alam,Lebih enak pake yg lama..versi baru.gak bisa nyimpen tanggal pesan..gimana ini kok malah nyusahin konsumen,1,2025-11-07 11:49:20
Triya Nadia Mulya Santika,saran kata aku kasih info jalur semua keretaa,4,2025-11-07 11:42:51
Admirer kdm,"Perjalanan saya sering menggunakan jasa KAI tapi mau daftar aja ribetnya bukan main sudah isi kolom email, no telpon tetap aja ga bisa karna ribet, saya ganti hp email dan no hp masih juga ga bisa ya terpaksa unistal aja",1,2025-11-07 11:40:29
Anang Mudjayanto,"beli tiket via KAI access, sudah bayar dan sudah tdk bisa beli tiket lagi krn tujuan dan jam sama. tetapi tiket tdk tampil d aplikasi.",4,2025-11-07 11:32:51
Master VR406,terimakasih,5,2025-11-07 11:28:21
syabani Disya,transaksi pembayaran gagal dengan notifikasi kesalahan pin...padahal pin sudah benar,1,2025-11-07 10:59:26
MIFTAHUL FIKRI,"Pesen tiket update Member basic Nya gagal terus sir, sekian dan terimakasih",1,2025-11-07 10:38:07
Sugeng Sugianto,KAI baik,3,2025-11-07 08:45:41
Kamaludin Ma'ruf,apalah apk nie gak bisa d refund gimana kalo ada yang gajadi naik harusnya sedia in refund di apk nya apalah gajelas banget,1,2025-11-07 08:19:35
ikhsan batagor91 ikhsan batagor91,"Mantap dah,pembayaran via kaipay sangat mudah",5,2025-11-07 08:14:39
Kesel Tube,masa hanya untuk liat ketersediaan posisi kursi dihitung booking. ADA VALIDASI LEBIH DARI 6 BOOKING PADAHAL TIDAK BOOKING DENGAN SELESAI ALIAS HANYA CEK POSISI KURSI!!! TOLONG LAH SISTEM BISNISNYA GIMANA SI!!!!,1,2025-11-07 06:49:04
Trisno Nugraha,"aplikasi tidak bisa di-screenshoot, padahal sering memesankan tiket untuk orang tua dan memberi tangkapan layar agar mereka tahu. tolong berikan akses tangkapan layar kembali.",1,2025-11-07 06:16:55
Suharti Sri,Bagus,5,2025-11-07 05:51:26
Hari Saputra Jr,sekarang setelah minta di upgrade kenapa malahan ga bisa kebuka & member juga gak bisa premium lagi,5,2025-11-07 05:34:23
reifindra anggara,"udah pesan tiket lokal pas bayar pakai qris eh nggak masuk di aplikasi KAI rugi 26000 ini mah saya,buruk amat sistemnya",1,2025-11-07 05:17:34
Hadi Mus,mantap,5,2025-11-07 03:55:21
Aas Dwii96,kenapa aplikasinya eror setiap mau buka tidak tersedia keretanya harus di unistal dulu terus baru bisa buat liat jadwal kereta,1,2025-11-07 03:15:43
umi hani,pelayanannya joss,5,2025-11-07 02:51:10
Dede Purnama Maulid,good apk,5,2025-11-07 02:45:31
Lukman Harun,ok,5,2025-11-07 01:41:30
Cink by,sistem kapitalisasi..yg di tampilkan tiket dengan harga yg mahal..yg murah.. selalu habis..,1,2025-11-07 01:04:06
Desta R,pesen tiket selalu ga ada aplikasi busuk. masa iya 1 Minggu ga ada padahal kalo naik keretanya banyak yg kosong. aplikasi sering ga jelas. gantian cek 1/2 jam keberangkatan ada tiketnya. tolong diperbaiki ga jelas.,1,2025-11-07 00:29:55
kyyy satoru,aplikasinya sering ngebug di bagian tiket padahal udah kepotong saldonya tapi tiketnya ga muncul,1,2025-11-07 00:03:46
Takbir Ahmad,bagus dan mudah,5,2025-11-06 22:53:05
gugun rifal,sekarang lebih susah buat pesan tiket sudah ada update kenapa masih ada problem dalam pemesanan tiket sudah percaya dengan kai kenapa pelayanan aplikasi mengecewakan. pemesanan tiket kenapa harus ada kendala sistem,1,2025-11-06 21:43:54
Rini Romadloni,"saya pengguna apk ini suda cukup lama. tetapi sering terjadinya eror, entah akun selalu log out tiba"" dan tidak bisa login, atau pembayaran tiket yg sudah berhasil tapi tiketnya tidak keluar",5,2025-11-06 19:37:03
Refi Ramadani,mengesankan,5,2025-11-06 18:05:24
Andi Winarno,Masa belum ada kerjasama dengan BRI??,1,2025-11-06 14:55:03
Yudik Hendrianto,oke 👍👍👍👍👍,5,2025-11-06 14:45:35
Trie Korina,siipp,5,2025-11-06 14:36:56
Mohamad Arifin,bagus,5,2025-11-06 13:40:00
Warsito Suwarno,"sangat bermanfaat, mksh",5,2025-11-06 13:21:37
Tes Testing1,apa apaan per Minggu 2 nov bisa di buka dan masih banyak sampe desember giliran hari Selasa rabo sampe sekarang kaga ada pilihan kereta buat Desember . aneh banget nih lama lama,2,2025-11-06 13:11:19
Pujo Setiyawan,sangat membantu,4,2025-11-06 13:08:04
Nadin Auralia sulva,"kenapa susah bgt mau daftar ke basic,udh hampir 4 bulan nyoba gagal terus,jdi susah klo mau bepergian naik kereta🙄",1,2025-11-06 12:25:10
Fika Aulia,kenapa APK KAI akhir akhir ini kalau mau dipakai tidak bisa dibuka dan keluar sendiri. Mohon infonya🙏🏼,4,2025-11-06 12:15:25
Queenza lvia,best..,5,2025-11-06 12:13:09
Bengkel Qolbu,ok,5,2025-11-06 11:51:07
Haura Fatmah A,pelayanan pembatalan tiketnya sangat buruk dan lamban,1,2025-11-06 11:48:43
Fauzul Adzim,"sering banget telat keretanya, skrg gak kyk dulu tepat waktu",3,2025-11-06 11:39:05
Ali Imron,saya pesan d gerbong 7 adep2an yang 2 tempat duduk kenapa setelah checkout dapatnya gerbong 1 gak jelas tempat duduknya,1,2025-11-06 10:56:22
Moch Karyono,Semakin baik terus dan sukses,5,2025-11-06 07:43:28
Djoko Ir,di ka antar kota cari daftar...kolom biru setelah isi tanggal....( cari daftar) nya tidak nongol...diluar bawah.... . perintah.....* simpan* tidak bisa keluar.....jadi gak bisa cari jadwsl,5,2025-11-06 07:06:29
Antin Alfianah,sat set wus,5,2025-11-06 06:11:25
Abah Asep,"gak dicantumin potongan saldonya berapa, tau² gak ada sebagian saldo, sama top up sering gagal terus harus nunggu 5 menit lebih baru bisa bayarnya",1,2025-11-06 05:14:58
arief angga,keren,5,2025-11-06 04:27:52
afkarian tri pratama,semoga ada sistem pembayaran melalui m banking,4,2025-11-06 04:07:21
Jasika ka,gk bisa psn hotel gkbs nentuin lokasi,1,2025-11-06 03:01:34
Asyari Hidayat S.,sangat baik karena jelas dan transparan,5,2025-11-06 02:56:07
Fatimah AZ zahra,banyak kemajuan.. dg layanan sgt mudah,5,2025-11-06 02:01:10
Muhammad Rido,Ini aplikasi apa? Apk resmi dari KAI masak rute medan binjai saja tidak ada? Malah apk dri pt railink telah menyediakan,1,2025-11-06 01:40:51
Kharisma Candra,mantap,5,2025-11-06 01:29:05
fani 07,untuk yg lokal gerbong makan di mayoritas d pakek oleh petugas,1,2025-11-06 01:08:19
G Riyanto,sangat membantu utk perjalanan transportasi darat,5,2025-11-06 01:06:01
Bintang Silitonga,tolong diperbarui dinjam 7.10 binjai selalu macet pesan tiket..,1,2025-11-06 00:16:02
untung Priyatmoko,dengan aplikasi Acces pemesanan tiket kereta lebih mudah dan aman Terimakasih KAIPay,5,2025-11-06 00:13:56
moch sholeh,Terima kasih atas kemudahan beli tiket online,5,2025-11-05 22:38:39
Irul Bentool,ok,3,2025-11-05 22:27:47
deco Apriano,aplikasi eror terus suka ke log out sendiri masuknya mana susah,1,2025-11-05 16:26:44
Goerge HR,sangat mudah digunakan,5,2025-11-05 15:10:47
Muhammad Nur,oke oke,5,2025-11-05 14:01:45
ALDI ALI,ini aplikasi pemerintah kah? nge lag banget gak pernah pemeliharaan apa gimana ini,1,2025-11-05 13:08:14
Boby Tulen,Aplikasi yg terbaik dan Mudah di gunakan,5,2025-11-05 12:59:23
Gustyaedwin Yogitama,simpel,5,2025-11-05 11:57:08
ismail agam,"Kami sangat terbantu dengan adanya Accsess by KAI, Tksh...",5,2025-11-05 11:17:17
Mukhammad Firmansyah,TERIMAKASIH BANYAK KAI,5,2025-11-05 11:02:25
Rusadi,keren lebih simple,5,2025-11-05 07:37:53
hariyanyo bintang,good,4,2025-11-05 06:13:40
Vido Zuliansyah,mantap,5,2025-11-05 05:44:02
rima marga reta,bagus,5,2025-11-05 05:37:33
muhammad lulu latif usman,sering bug aplikasi pesanan go show telat update,3,2025-11-05 04:34:15
yoel aja,nice,5,2025-11-05 04:33:50
Destamara Sekar Palupi,"daftar akun gabisa, masuk akun lama gabisa",1,2025-11-05 02:37:40
Parulian Siahaan,Aplikasi lancar. Opsi pembayaran banyak.,5,2025-11-05 01:41:22
zaen Luthfy,bagus,5,2025-11-05 01:40:20
Na. Fi Naura Fina 86 Ibnu wongso,pembatasan jumlah pemesanan tiket terlalu sedikit kami keluarga dengan 6 penumpang dewasa merasa kesulitan karena harus dua kali melakukan pemesanan apalagi saat war tiket semoga jumlah pemesanan tiket bisa ditambah,4,2025-11-05 01:20:38
Satrio Nugroho,setelah pembaharuan kok malah gak bisa buat beli tiket untuk bulan Desember 2025...,5,2025-11-04 23:08:51
Faidah Chalid,"Enak, mudah, nyaman dan aman",5,2025-11-04 22:53:57
Wawan Heryawan,"mudah, singkat, ga ribet",5,2025-11-04 22:47:21
AM Z,"Pesen buat tgl 21 Desember dari tadi Malam gak bisa-bisa, eror, jadwal gak ada. padahal H-45... Aplikasi aneh. Giliran Calo banyak bgt.",1,2025-11-04 21:41:33
sugi raharjo,ok,5,2025-11-04 19:27:43
Sapto Priyono,mantap,5,2025-11-04 18:42:03
fiona indriani,on time,5,2025-11-04 17:27:03
bpitu66 Gdlegi,Access by KAI is amazing,5,2025-11-04 16:16:29
j_ one,"untuk daftar menjadi akun basic kenapa sangat sulit ya, padahal saya sudah memenuhi syarat tatapi tetap stuck pada saat confirm kode",5,2025-11-04 15:52:17
citra dewi,waw luar binasa... KAI EKONOMI UDH MAHAL AMPE 350 RB ... SPACE KURSINYA SEMPIT AMAT GK BISA BERGERAK . ..... MENDING NAIK BUS DAH .... 🤣🤣🤣🤣...,2,2025-11-04 15:22:19
Awan Sudtejo,bagus,5,2025-11-04 14:27:59
Kayfa Dyah,saya harap sistemnya diperbaiki lagi soalnya waktu cek di aplikasi KAI semua jadwal ga ada dengan keterangan abis semua tp giliran di cek di aplikasi sebelah malah keluar jadwalnya padahal dengan rute yang sama,3,2025-11-04 13:58:34
nisa dzulfaida,"Bilang aja kalo bayarnya HARUS PAKAI KAI PAY, hapus aja metode yg lainnya. ga usah dicantumkan lah kalo memang udah ga bisa lagi tuh!!! Mana top up KAI pay TFnya ke CIMB pula, buat saya pribadi ya lumayan banget itu ongkos top up, 6.500 sekali top up. Udah gitu masih ada potongan lagi dari KAI pay nya saat top up. Kalo top up 10.000 yg masuk ke akun kita cuma 8.000, kepotong 2 ribu. Wah memang apa-apa kalo punya NEGARA tuh gitu ya, serba lebih MAHAL!!!",1,2025-11-04 12:39:31
Nety Susanti,"agak ribet,tp murah",4,2025-11-04 12:15:31
angga rahabistara,Good aplikasi,5,2025-11-04 10:13:43
Wulandari Gunawan,top,5,2025-11-04 10:07:59
Tedi kustiwa,good,5,2025-11-04 09:03:29
robertus pajak,Terlalu banyak minta update jadi membuat tdk nyaman,1,2025-11-04 08:26:00
Windriarko Yudistiro,bagus bangeet,5,2025-11-04 07:31:22
nime cool,untuk refundnya proses pengembalian dana terlalu lama memakan waktu 7 hari sehingga saya tidak bisa menggunakan dana tersebut untuk keperluan yang lain.,1,2025-11-04 06:04:42
sutanto tanto,"Tepat waktu, nyaman",5,2025-11-04 05:40:51
Firdaus Farid,mohon maaf nih min ya saya kasih ranting 1 karena bikin kecewa terkait aplikasi kalian entah kenapa cuma akun saya aja anjir yang kalian persulit njir dan saya Chet via wa punya kalian respon nya kayak anjir lah paham klo mau ranting apk kalian bagus benerin dulu masalah kendala apk kalian jangan mempersulit saya cik saya udah minta tolong pihak konter Indomaret dan Alfamart tetep gk Bisak cik kalian klo kalian cari ribut buat kita bila lah cok,1,2025-11-04 05:03:40
